Total unique genes matched: 23
Unique genes (alphabetical order):
ace2 (2541661)
cdc7 (2540660)
cnd1 (2541201)
cog6 (2541207)
gga22 (2540570)
hsk1 (2541165)
kgd2 (2541170)
lcl3 (2540556)
mcs6 (2540471)
med8 (2540761)
meu22 (2540779)
nup189 (2541547)
plh1 (2541187)
pmh1 (2540684)
ppk24 (2540596)
rpl2801 (2541130)
rps401 (2540649)
rrp7 (2541174)
spn7 (2540413)
thi1 (2541581)
trs120 (2542375)
tsr401 (2540619)
yap18 (2540702)

Unique genes matched on chromosome NC_032089.1: 12
Unique genes matched on chromosome NC_032090.1: 11
Unique genes matched on chromosome NC_032091.1: 6
Unique genes matched on chromosome NC_032092.1: 6
Unique genes matched on chromosome NC_032093.1: 6
Unique genes matched on chromosome NC_032094.1: 5
Unique genes matched on chromosome NC_032095.1: 6
Unique genes matched on chromosome NC_032096.1: 10

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_032089.1                                       3639535                                           PUT3                                              1494130                                           1497066                                           XM_713700.1                                       65                                                2.00e-11                                          73/306                                            2937                                              775                                               Query= 2541581|NP_594098.2|chromosome II|thi1|1|3211872|3214508|N/A|775|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[280, 551, '73/306 (24%)', '127/306 (42%)', 65.9, '2e-11']]
NC_032096.1                                       3639697                                           KIN2                                              63737                                             67375                                             XM_713574.1                                       70                                                2.00e-13                                          65/239                                            3639                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[119, 337, '65/239 (27%)', '98/239 (41%)', 70.9, '2e-13']]
NC_032091.1                                       3648186                                           Unknown                                           148259                                            150694                                            XM_712660.2                                       70                                                2.00e-13                                          72/290                                            2436                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[99, 337, '72/290 (25%)', '119/290 (41%)', 70.5, '2e-13']]
NC_032092.1                                       3641144                                           SSK2                                              1071853                                           1076304                                           XM_712087.2                                       70                                                3.00e-13                                          49/185                                            4452                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[175, 337, '49/185 (26%)', '90/185 (49%)', 70.5, '3e-13']]
NC_032094.1                                       3645889                                           Unknown                                           449471                                            451141                                            XM_707403.2                                       69                                                4.00e-13                                          52/153                                            1671                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[192, 339, '52/153 (34%)', '79/153 (52%)', 69.3, '4e-13']]
NC_032090.1                                       3645580                                           MKK2                                              1180382                                           1181722                                           XM_707725.1                                       68                                                5.00e-13                                          56/179                                            1341                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[172, 341, '56/179 (31%)', '78/179 (44%)', 68.9, '5e-13']]
NC_032089.1                                       3634838                                           CBK1                                              2296797                                           2298995                                           XM_718498.2                                       67                                                2.00e-12                                          73/277                                            2199                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[119, 346, '73/277 (26%)', '107/277 (39%)', 67.8, '2e-12']]
NC_032093.1                                       3637790                                           CST20                                             517861                                            521547                                            XM_715458.1                                       67                                                3.00e-12                                          45/155                                            3687                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[184, 337, '45/155 (29%)', '76/155 (49%)', 67.4, '3e-12']]
NC_032096.1                                       3640953                                           HST7                                              884029                                            885798                                            XM_712240.2                                       66                                                3.00e-12                                          53/175                                            1770                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[172, 333, '53/175 (30%)', '78/175 (45%)', 66.6, '3e-12']]
NC_032096.1                                       3644838                                           CDC28                                             1293451                                           1294404                                           XM_708393.1                                       64                                                5.00e-12                                          36/104                                            954                                               461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[236, 333, '36/104 (35%)', '54/104 (52%)', 64.7, '5e-12']]
NC_032096.1                                       3642459                                           CEK2                                              1244534                                           1245652                                           XM_710801.2                                       64                                                7.00e-12                                          62/224                                            1119                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[119, 336, '62/224 (28%)', '96/224 (43%)', 64.7, '7e-12']]
NC_032091.1                                       3641748                                           PBS2                                              1378314                                           1379951                                           XM_711536.1                                       65                                                8.00e-12                                          80/341                                            1638                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[85, 418, '80/341 (23%)', '129/341 (38%)', 65.1, '8e-12']]
NC_032090.1                                       3641199                                           KIN3                                              2169608                                           2170894                                           XM_712035.1                                       64                                                8.00e-12                                          64/249                                            1287                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[119, 339, '64/249 (26%)', '107/249 (43%)', 64.7, '8e-12']]
NC_032092.1                                       3642789                                           CEK1                                              1437628                                           1438893                                           XM_710449.2                                       64                                                1.00e-11                                          44/161                                            1266                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[173, 333, '44/161 (27%)', '77/161 (48%)', 64.3, '1e-11']]
NC_032091.1                                       3635263                                           CMK1                                              960570                                            961817                                            XM_718031.1                                       62                                                6.00e-11                                          41/141                                            1248                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[201, 337, '41/141 (29%)', '69/141 (49%)', 62.4, '6e-11']]
NC_032090.1                                       3645205                                           Unknown                                           1535671                                           1537075                                           XM_019475252.1                                    62                                                7.00e-11                                          50/184                                            1338                                              461                                               Query= 2540596|NP_596341.1|chromosome II|ppk24|-1|3226566|3228726|N/A|461|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[174, 342, '50/184 (27%)', '86/184 (47%)', 62.0, '7e-11']]
NC_032089.1                                       3644596                                           SEP7                                              465637                                            467649                                            XM_708681.2                                       156                                               3.00e-42                                          113/326                                           2013                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[13, 289, '113/326 (35%)', '163/326 (50%)', 156.0, '3e-42']]
NC_032089.1                                       3644719                                           CDC3                                              876392                                            877791                                            XM_019475091.1                                    135                                               4.00e-36                                          112/348                                           1287                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[14, 354, '112/348 (32%)', '178/348 (51%)', 135.0, '4e-36']]
NC_032093.1                                       3647888                                           CDC11                                             8946                                              10154                                             XM_705428.1                                       133                                               1.00e-35                                          92/288                                            1209                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[14, 288, '92/288 (32%)', '155/288 (54%)', 133.0, '1e-35']]
NC_032096.1                                       3640947                                           CDC10                                             1002171                                           1003244                                           XM_712318.2                                       130                                               7.00e-35                                          96/313                                            1074                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[12, 317, '96/313 (31%)', '170/313 (54%)', 130.0, '7e-35']]
NC_032089.1                                       3636809                                           CDC12                                             672483                                            673838                                            XM_019475082.1                                    129                                               5.00e-34                                          91/293                                            1194                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[5, 291, '91/293 (31%)', '151/293 (52%)', 129.0, '5e-34']]
NC_032093.1                                       3637716                                           SPR28                                             566644                                            568018                                            XM_019475420.1                                    81                                                3.00e-17                                          66/239                                            1182                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[77, 288, '66/239 (28%)', '106/239 (44%)', 81.3, '3e-17']]
NC_032090.1                                       3635853                                           SPR3                                              405503                                            406978                                            XM_717475.2                                       81                                                5.00e-17                                          46/173                                            1476                                              428                                               Query= 2540413|NP_001343003.1|chromosome II|spn7|-1|3228619|3230509|N/A|428|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[16, 188, '46/173 (27%)', '91/173 (53%)', 81.3, '5e-17']]
NC_032092.1                                       3645772                                           Unknown                                           101589                                            103595                                            XM_707545.2                                       236                                               4.00e-69                                          143/319                                           2007                                              649                                               Query= 2540702|NP_596345.1|chromosome II|yap18|-1|3232084|3234451|N/A|649|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[7, 306, '143/319 (45%)', '202/319 (63%)', 236.0, '4e-69']]
NC_032089.1                                       3636139                                           Unknown                                           3022624                                           3023331                                           XM_717125.1                                       166                                               8.00e-52                                          87/185                                            708                                               230                                               Query= 2540556|NP_596346.1|chromosome II|lcl3|-1|3234644|3235752|N/A|230|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[44, 228, '87/185 (47%)', '113/185 (61%)', 166.0, '8e-52']]
NC_032093.1                                       3637806                                           GAP1                                              626060                                            627808                                            XM_715518.2                                       431                                               9.00e-146                                         223/505                                           1749                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[33, 534, '223/505 (44%)', '327/505 (65%)', 431.0, '9e-146']]
NC_032093.1                                       3643761                                           HIP1                                              402802                                            404601                                            XM_709518.2                                       430                                               3.00e-145                                         216/504                                           1800                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[39, 534, '216/504 (43%)', '326/504 (65%)', 430.0, '3e-145']]
NC_032092.1                                       3646954                                           GAP5                                              1184110                                           1185966                                           XM_706355.2                                       412                                               4.00e-138                                         229/500                                           1857                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[56, 553, '229/500 (46%)', '323/500 (65%)', 412.0, '4e-138']]
NC_032091.1                                       3643662                                           GAP2                                              1246780                                           1248546                                           XM_709606.1                                       402                                               3.00e-134                                         219/498                                           1767                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[58, 553, '219/498 (44%)', '324/498 (65%)', 402.0, '3e-134']]
NC_032093.1                                       3646968                                           GAP6                                              785559                                            787265                                            XM_706320.2                                       384                                               1.00e-127                                         218/515                                           1707                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[42, 544, '218/515 (42%)', '324/515 (63%)', 384.0, '1e-127']]
NC_032089.1                                       3644463                                           GAP4                                              1526934                                           1528757                                           XM_708807.2                                       367                                               2.00e-120                                         203/480                                           1824                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[58, 534, '203/480 (42%)', '309/480 (64%)', 367.0, '2e-120']]
NC_032089.1                                       3636202                                           Unknown                                           2866542                                           2868221                                           XM_717058.2                                       343                                               9.00e-112                                         191/508                                           1680                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[62, 556, '191/508 (38%)', '308/508 (61%)', 343.0, '9e-112']]
NC_032094.1                                       3646073                                           GNP1                                              54332                                             56071                                             XM_707218.2                                       340                                               2.00e-110                                         182/504                                           1740                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[56, 553, '182/504 (36%)', '303/504 (60%)', 340.0, '2e-110']]
NC_032094.1                                       3644017                                           CAN2                                              205994                                            207700                                            XM_709226.1                                       286                                               6.00e-90                                          161/472                                           1707                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[51, 513, '161/472 (34%)', '269/472 (57%)', 286.0, '6e-90']]
NC_032089.1                                       3636798                                           DIP5                                              532403                                            534163                                            XM_716348.2                                       286                                               9.00e-90                                          176/501                                           1761                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[51, 532, '176/501 (35%)', '281/501 (56%)', 286.0, '9e-90']]
NC_032094.1                                       3647066                                           CAN3                                              159840                                            161719                                            XM_019475448.1                                    281                                               8.00e-88                                          176/558                                           1701                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[7, 536, '176/558 (32%)', '297/558 (53%)', 281.0, '8e-88']]
NC_032094.1                                       3644035                                           CAN1                                              191051                                            192766                                            XM_709213.1                                       277                                               2.00e-86                                          165/470                                           1716                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[53, 513, '165/470 (35%)', '273/470 (58%)', 277.0, '2e-86']]
NC_032091.1                                       3647397                                           AAP1                                              828580                                            830493                                            XM_705914.2                                       278                                               3.00e-86                                          196/515                                           1914                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[58, 553, '196/515 (38%)', '300/515 (58%)', 278.0, '3e-86']]
NC_032092.1                                       3641163                                           AGP3                                              1039532                                           1041073                                           XM_712107.2                                       268                                               1.00e-83                                          161/507                                           1542                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[40, 544, '161/507 (32%)', '270/507 (53%)', 268.0, '1e-83']]
NC_032089.1                                       3639870                                           Unknown                                           1261683                                           1263329                                           XM_713375.2                                       266                                               2.00e-82                                          178/541                                           1647                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[2, 531, '178/541 (33%)', '281/541 (52%)', 266.0, '2e-82']]
NC_032096.1                                       3639028                                           Unknown                                           2122776                                           2124491                                           XM_714235.1                                       265                                               7.00e-82                                          163/483                                           1716                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[56, 532, '163/483 (34%)', '282/483 (58%)', 265.0, '7e-82']]
NC_032096.1                                       3639027                                           GNP3                                              2118630                                           2120327                                           XM_714234.1                                       262                                               7.00e-81                                          169/546                                           1698                                              574                                               Query= 2540779|NP_596348.1|chromosome II|meu22|-1|3239037|3242734|N/A|574|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[19, 544, '169/546 (31%)', '298/546 (55%)', 262.0, '7e-81']]
